id,artist,song,lyrics_bow
mavis staples+see that my grave is kept clean,mavis staples,see that my grave is kept clean,"['gone', 'away', 'dont', 'wanna', 'gone', 'away', 'dont', 'wanna', 'gone', 'away', 'dont', 'wanna', 'gone', 'home', 'shore', 'theres', 'one', 'kind', 'favor', 'ask', 'one', 'kind', 'favor', 'ill', 'ask', 'one', 'kind', 'favor', 'ill', 'ask', 'see', 'grave', 'kept', 'clean', 'dig', 'grave', 'silver', 'spade', 'wont', 'dig', 'grave', 'silver', 'spade', 'dig', 'grave', 'silver', 'spade', 'ease', 'golden', 'chain', 'ever', 'hear', 'church', 'bell', 'tone', 'ever', 'hear', 'church', 'bells', 'tone', 'ever', 'heard', 'church', 'bells', 'tone', 'know', 'dead', 'gone', 'say', 'streets', 'paved', 'gold', 'well', 'say', 'streets', 'paved', 'gold', 'well', 'say', 'streets', 'paved', 'gold', 'lord', 'mercy', 'soul', 'lord', 'mercy', 'soul', 'lord', 'mercy', 'soul', 'lord', 'mercy', 'soul']"
sam smith+stay with me (darkchild version),sam smith,stay with me (darkchild version),"['guess', 'true', 'good', 'one', 'night', 'stand', 'still', 'need', 'love', 'cause', 'man', 'nights', 'never', 'seem', 'plan', 'dont', 'want', 'leave', 'hold', 'hand', 'wont', 'stay', 'cause', 'youre', 'need', 'aint', 'love', 'clear', 'see', 'darling', 'stay', 'emotional', 'good', 'look', 'need', 'self', 'control', 'deep', 'know', 'never', 'works', 'lay', 'doesnt', 'hurt', 'wont', 'stay', 'cause', 'youre', 'need', 'aint', 'love', 'clear', 'see', 'darling', 'stay', 'wont', 'stay', 'cause', 'youre', 'need', 'aint', 'love', 'clear', 'see', 'darling', 'stay', 'wont', 'stay', 'cause', 'youre', 'need', 'aint', 'love', 'clear', 'see', 'darling', 'stay']"
pharrell williams+happy (live),pharrell williams,happy (live),"['might', 'seem', 'crazy', 'say', 'sunshine', 'shes', 'take', 'away', 'hot', 'air', 'balloon', 'could', 'space', 'air', 'like', 'dont', 'care', 'baby', 'way', 'happy', 'clap', 'along', 'feel', 'like', 'room', 'without', 'roof', 'happy', 'clap', 'along', 'feel', 'like', 'happiness', 'truth', 'happy', 'clap', 'along', 'know', 'happiness', 'happy', 'clap', 'along', 'feel', 'like', 'thats', 'wanna', 'come', 'bad', 'news', 'talking', 'yeah', 'give', 'got', 'dont', 'hold', 'back', 'yeah', 'well', 'probably', 'warn', 'ill', 'fine', 'yeah', 'offense', 'dont', 'waste', 'time', 'heres', 'happy', 'clap', 'along', 'feel', 'like', 'room', 'without', 'roof', 'happy', 'clap', 'along', 'feel', 'like', 'happiness', 'truth', 'happy', 'clap', 'along', 'know', 'happiness', 'happy', 'clap', 'along', 'feel', 'like', 'thats', 'wanna', 'happy', 'bring', 'cant', 'nothing', 'bring', 'love', 'happy', 'bring', 'cant', 'nothing', 'bring', 'said', 'bring', 'cant', 'nothing', 'bring', 'love', 'happy', 'bring', 'cant', 'nothing', 'bring', 'said', 'happy', 'clap', 'along', 'feel', 'like', 'room', 'without', 'roof', 'happy', 'clap', 'along', 'feel', 'like', 'happiness', 'truth', 'happy', 'clap', 'along', 'know', 'happiness', 'happy', 'clap', 'along', 'feel', 'like', 'thats', 'wanna', 'happy', 'clap', 'along', 'feel', 'like', 'room', 'without', 'roof', 'happy', 'clap', 'along', 'feel', 'like', 'happiness', 'truth', 'happy', 'clap', 'along', 'know', 'happiness', 'happy', 'clap', 'along', 'feel', 'like', 'thats', 'wanna', 'happy', 'bring', 'cant', 'nothing', 'bring', 'love', 'happy', 'bring', 'cant', 'nothing', 'bring', 'said', 'happy', 'clap', 'along', 'feel', 'like', 'room', 'without', 'roof', 'happy', 'clap', 'along', 'feel', 'like', 'happiness', 'truth', 'happy', 'clap', 'along', 'know', 'happiness', 'happy', 'clap', 'along', 'feel', 'like', 'thats', 'wanna', 'happy', 'clap', 'along', 'feel', 'like', 'room', 'without', 'roof', 'happy', 'clap', 'along', 'feel', 'like', 'happiness', 'truth', 'happy', 'clap', 'along', 'know', 'happiness', 'happy', 'clap', 'along', 'feel', 'like', 'thats', 'wanna']"
paramore+ain't it fun,paramore,ain't it fun,"['dont', 'mind', 'let', 'easy', 'give', 'time', 'dont', 'hurt', 'wait', 'wait', 'youre', 'big', 'fish', 'pond', 'theyre', 'feeding', 'gonna', 'world', 'dont', 'orbit', 'around', 'gonna', 'world', 'dont', 'orbit', 'around', 'aint', 'fun', 'living', 'real', 'world', 'aint', 'good', 'alone', 'youre', 'might', 'one', 'whos', 'running', 'things', 'well', 'ring', 'anybodys', 'bell', 'get', 'want', 'see', 'easy', 'ignore', 'trouble', 'youre', 'living', 'bubble', 'gonna', 'world', 'dont', 'orbit', 'around', 'gonna', 'nobody', 'wants', 'fool', 'aint', 'fun', 'living', 'real', 'world', 'aint', 'good', 'alone', 'aint', 'good', 'aint', 'fun', 'cant', 'count', 'one', 'aint', 'good', 'aint', 'fun', 'cant', 'count', 'one', 'aint', 'fun', 'living', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'aint', 'fun', 'aint', 'fun', 'baby', 'youre', 'one', 'aint', 'fun', 'aint', 'fun', 'aint', 'fun', 'aint', 'fun', 'living', 'real', 'world', 'aint', 'good', 'aint', 'good', 'alone', 'aint', 'fun', 'living', 'real', 'world', 'cause', 'world', 'dont', 'orbit', 'around', 'aint', 'good', 'aint', 'good', 'alone', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'real', 'world', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'cause', 'youre', 'real', 'world', 'dont', 'crying', 'mama', 'dont', 'crying']"
kendrick lamar+i,kendrick lamar,i,"['mic', 'hey', 'hey', 'turn', 'mic', 'come', 'want', 'mic', 'bringing', 'nobody', 'nobody', 'nobody', 'number', 'one', 'rapper', 'world', 'done', 'travelled', 'world', 'came', 'back', 'give', 'game', 'little', 'boys', 'girls', 'come', 'done', 'whole', 'lot', 'trial', 'tribulation', 'know', 'god', 'devil', 'wanna', 'put', 'bow', 'tie', 'pray', 'holy', 'water', 'dont', 'dry', 'look', 'around', 'many', 'motherfuckers', 'wanna', 'enemigo', 'never', 'drown', 'front', 'dirty', 'double', 'mirror', 'found', 'love', 'lookin', 'ahh', 'tell', 'see', 'love', 'put', 'bullet', 'back', 'back', 'head', 'bully', 'love', 'illuminated', 'hand', 'god', 'boy', 'dont', 'seem', 'shy', 'love', 'one', 'day', 'time', 'uhh', 'wanna', 'say', 'war', 'outside', 'bomb', 'street', 'gun', 'hood', 'mob', 'police', 'rock', 'corner', 'line', 'fiend', 'bottle', 'full', 'lean', 'model', 'scene', 'yup', 'days', 'frustration', 'keep', 'yall', 'tuck', 'rotation', 'duck', 'cold', 'faces', 'post', 'fie', 'fum', 'basis', 'dreams', 'realitys', 'peace', 'blow', 'steam', 'face', 'beast', 'sky', 'could', 'fall', 'wind', 'could', 'cry', 'look', 'motherfucker', 'still', 'smile', 'love', 'lookin', 'ahh', 'tell', 'see', 'love', 'put', 'bullet', 'back', 'back', 'head', 'bully', 'love', 'illuminated', 'yeah', 'love', 'baby', 'want', 'come', 'everybody', 'lookin', 'crazy', 'crazy', 'gon', 'gon', 'lift', 'head', 'keep', 'moving', 'keep', 'moving', 'let', 'paranoia', 'haunt', 'haunt', 'peace', 'fashion', 'police', 'wear', 'heart', 'sleeve', 'let', 'runway', 'start', 'know', 'miserable', 'love', 'company', 'want', 'scars', 'everybody', 'lack', 'confidence', 'everybody', 'lack', 'confidence', 'many', 'times', 'potential', 'anonymous', 'many', 'times', 'city', 'making', 'promises', 'promise', 'nigga', 'love', 'lookin', 'ahh', 'tell', 'see', 'love', 'put', 'bullet', 'back', 'back', 'head', 'bully', 'love', 'illuminated', 'hand', 'god', 'boy', 'dont', 'seem', 'shy', 'love', 'walk', 'bare', 'feet', 'walk', 'bare', 'feet', 'valley', 'deep', 'valley', 'deep', 'fie', 'fum', 'fie', 'fum', 'heart', 'undone', 'went', 'war', 'last', 'night', 'automatic', 'weapon', 'dont', 'nobody', 'call', 'medic', 'ima', 'till', 'get', 'right', 'went', 'war', 'last', 'night', 'ive', 'dealing', 'depression', 'ever', 'since', 'adolescent', 'duckin', 'every', 'blessin', 'never', 'see', 'message', 'could', 'never', 'take', 'lead', 'could', 'never', 'bob', 'weave', 'negative', 'letting', 'annihilate', 'evident', 'moving', 'meteor', 'speed', 'finna', 'run', 'building', 'lay', 'body', 'time', 'time', 'kill', 'music', 'time', 'could', 'save', 'shit', 'streets', 'could', 'save', 'shit', 'kids', 'bro', '2015', 'niggas', 'tired', 'playin', 'victim', 'dawg', 'niggas', 'aint', 'trying', 'play', 'vic', 'since', 'tutu', 'many', 'niggas', 'done', 'lost', 'yeah', 'yeah', 'many', 'done', 'lost', 'forreal', 'answer', 'question', 'many', 'niggas', 'done', 'lost', 'bro', 'year', 'alone', 'exactly', 'aint', 'got', 'time', 'waste', 'time', 'nigga', 'niggas', 'gotta', 'make', 'time', 'bro', 'judge', 'make', 'time', 'know', 'judge', 'make', 'time', 'right', 'judge', 'make', 'time', 'aint', 'shit', 'shouldnt', 'shit', 'come', 'appreciate', 'little', 'bit', 'life', 'got', 'left', 'dawg', 'dead', 'homies', 'charlie', 'know', 'bro', 'know', 'mando', 'say', 'love', 'niggas', 'man', 'love', 'niggas', 'bro', 'exac', 'enough', 'said', 'enough', 'said', 'gon', 'get', 'back', 'show', 'move', 'shit', 'petty', 'nigga', 'mic', 'check', 'mic', 'check', 'mic', 'check', 'mic', 'check', 'mic', 'check', 'gon', 'acapella', 'shit', 'get', 'back', 'niggas', 'listen', 'listen', 'promised', 'dave', 'never', 'use', 'phrase', 'fuck', 'nigga', 'said', 'think', 'saying', 'fuck', 'niggas', 'better', 'samuel', 'django', 'better', 'white', 'man', 'slave', 'boats', 'sound', 'like', 'needed', 'soul', 'searching', 'pops', 'gave', 'game', 'real', 'person', 'retrace', 'steps', 'never', 'taught', 'home', 'work', 'fast', 'governement', 'caught', 'ima', 'dedicate', 'one', 'verse', 'oprah', 'infamous', 'sensitive', 'word', 'control', 'many', 'artist', 'gave', 'explanation', 'hold', 'well', 'explanation', 'straight', 'ethiopia', 'definition', 'royality', 'king', 'royalty', 'wait', 'listen', 'description', 'black', 'emperor', 'king', 'ruler', 'let', 'finish', 'history', 'books', 'overlooked', 'word', 'hide', 'america', 'tried', 'make', 'house', 'divided', 'homies', 'dont', 'recognize', 'using', 'wrong', 'ima', 'break', 'put', 'game', 'song', 'say', 'say', 'black', 'stars', 'come', 'get', 'take', 'oprah', 'winfrey', 'tell', 'right', 'time', 'kendrick', 'lamar', 'far', 'realest', 'negus', 'alive']"
glen campbell+i'm not gonna miss you,glen campbell,i'm not gonna miss you,"['still', 'yet', 'gone', 'dont', 'play', 'guitar', 'sing', 'songs', 'never', 'defined', 'man', 'loves', 'til', 'end', 'youre', 'last', 'person', 'love', 'youre', 'last', 'face', 'recall', 'best', 'gonna', 'miss', 'gonna', 'miss', 'never', 'gonna', 'hold', 'like', 'say', 'love', 'kids', 'youre', 'never', 'gonna', 'see', 'eyes', 'gonna', 'hurt', 'cry', 'never', 'gonna', 'know', 'things', 'say', 'hurt', 'pain', 'one', 'thing', 'selfishly', 'remains', 'gonna', 'miss', 'gonna', 'miss']"
smokie norful+no greater love,smokie norful,no greater love,"['god', 'loved', 'world', 'gave', 'begotten', 'son', 'son', 'gave', 'life', 'died', 'calvary', 'greater', 'love', 'love', 'nowhere', 'greater', 'love', 'man', 'would', 'lay', 'life', 'friend', 'love', 'nowhere', 'ive', 'searched', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'man', 'would', 'lay', 'life', 'friend', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'greater', 'love', 'jesus', 'went', 'calvary', 'save', 'wrench', 'like', 'thats', 'love', 'thats', 'love', 'hung', 'wide', 'stretched', 'wide', 'hung', 'head', 'died', 'thats', 'love', 'thats', 'love', 'thats', 'story', 'ends', 'three', 'days', 'later', 'rose', 'thats', 'love', 'thats', 'love']"
idina menzel+let it go,idina menzel,let it go,"['snow', 'glows', 'white', 'mountain', 'tonight', 'footprint', 'seen', 'kingdom', 'isolation', 'looks', 'like', 'queen', 'wind', 'howling', 'like', 'swirling', 'storm', 'inside', 'couldnt', 'keep', 'heaven', 'knows', 'ive', 'tried', 'dont', 'let', 'dont', 'let', 'see', 'good', 'girl', 'always', 'conceal', 'dont', 'feel', 'dont', 'let', 'know', 'well', 'know', 'let', 'let', 'cant', 'hold', 'back', 'anymore', 'let', 'let', 'turn', 'away', 'slam', 'door', 'dont', 'care', 'theyre', 'going', 'say', 'let', 'storm', 'rage', 'cold', 'never', 'bothered', 'anyway', 'funny', 'distance', 'makes', 'everything', 'seem', 'small', 'fears', 'controlled', 'cant', 'get', 'time', 'see', 'test', 'limits', 'break', 'right', 'wrong', 'rules', 'free', 'let', 'let', 'one', 'wind', 'sky', 'let', 'let', 'youll', 'never', 'see', 'cry', 'stand', 'ill', 'stay', 'let', 'storm', 'rage', 'power', 'flurries', 'air', 'ground', 'soul', 'spiraling', 'frozen', 'fractals', 'around', 'one', 'thought', 'crystallizes', 'like', 'icy', 'blast', 'never', 'going', 'back', 'past', 'past', 'let', 'let', 'ill', 'rise', 'like', 'break', 'dawn', 'let', 'let', 'perfect', 'girl', 'gone', 'stand', 'light', 'day', 'let', 'storm', 'rage', 'cold', 'never', 'bothered', 'anyway']"
lorde+royals,lorde,royals,"['ive', 'never', 'seen', 'diamond', 'flesh', 'cut', 'teeth', 'wedding', 'rings', 'movies', 'proud', 'address', 'torn', 'town', 'post', 'code', 'envy', 'every', 'songs', 'like', 'gold', 'teeth', 'grey', 'goose', 'trippin', 'bathroom', 'blood', 'stains', 'ball', 'gowns', 'trashin', 'hotel', 'room', 'dont', 'care', 'driving', 'cadillacs', 'dreams', 'everybodys', 'like', 'crystal', 'maybach', 'diamonds', 'time', 'piece', 'jet', 'planes', 'islands', 'tigers', 'gold', 'leash', 'dont', 'care', 'arent', 'caught', 'love', 'affair', 'well', 'never', 'royals', 'royals', 'dont', 'run', 'blood', 'kind', 'lux', 'aint', 'crave', 'different', 'kind', 'buzz', 'let', 'ruler', 'ruler', 'call', 'queen', 'bee', 'baby', 'ill', 'rule', 'ill', 'rule', 'ill', 'rule', 'ill', 'rule', 'let', 'live', 'fantasy', 'friends', 'weve', 'cracked', 'code', 'count', 'dollars', 'train', 'party', 'everyone', 'knows', 'knows', 'fine', 'didnt', 'come', 'money', 'every', 'songs', 'like', 'gold', 'teeth', 'grey', 'goose', 'trippin', 'bathroom', 'blood', 'stains', 'ball', 'gowns', 'trashin', 'hotel', 'room', 'dont', 'care', 'driving', 'cadillacs', 'dreams', 'everybodys', 'like', 'crystal', 'maybach', 'diamonds', 'time', 'piece', 'jet', 'planes', 'islands', 'tigers', 'gold', 'leash', 'dont', 'care', 'arent', 'caught', 'love', 'affair', 'well', 'never', 'royals', 'royals', 'dont', 'run', 'blood', 'kind', 'lux', 'aint', 'crave', 'different', 'kind', 'buzz', 'let', 'ruler', 'ruler', 'call', 'queen', 'bee', 'baby', 'ill', 'rule', 'ill', 'rule', 'ill', 'rule', 'ill', 'rule', 'let', 'live', 'fantasy', 'oooh', 'ooooh', 'ohhh', 'bigger', 'ever', 'dreamed', 'love', 'queen', 'oooooh', 'ooooh', 'ohhhhh', 'life', 'game', 'without', 'care', 'arent', 'caught', 'love', 'affair', 'well', 'never', 'royals', 'royals', 'dont', 'run', 'blood', 'kind', 'lux', 'aint', 'crave', 'different', 'kind', 'buzz', 'let', 'ruler', 'ruler', 'call', 'queen', 'bee', 'baby', 'ill', 'rule', 'ill', 'rule', 'ill', 'rule', 'ill', 'rule', 'let', 'live', 'fantasy']"
imagine dragons+radioactive,imagine dragons,radioactive,"['waking', 'ash', 'dust', 'wipe', 'brow', 'sweat', 'rust', 'breathing', 'chemicals', 'breaking', 'shaping', 'checking', 'prison', 'bus', 'apocalypse', 'whoa', 'waking', 'feel', 'bones', 'enough', 'make', 'systems', 'blow', 'welcome', 'new', 'age', 'new', 'age', 'welcome', 'new', 'age', 'new', 'age', 'whoo', 'whoa', 'radioactive', 'radioactive', 'whoo', 'whoa', 'radioactive', 'radioactive', 'raise', 'flags', 'clothes', 'revolution', 'suppose', 'painted', 'red', 'fit', 'right', 'whoa', 'breaking', 'shaping', 'checking', 'prison', 'bus', 'apocalypse', 'whoa', 'waking', 'feel', 'bones', 'enough', 'make', 'systems', 'blow', 'welcome', 'new', 'age', 'new', 'age', 'welcome', 'new', 'age', 'new', 'age', 'whoo', 'whoa', 'radioactive', 'radioactive', 'whoo', 'whoa', 'radioactive', 'radioactive', 'systems', 'sun', 'hasnt', 'died', 'deep', 'bones', 'straight', 'inside', 'waking', 'feel', 'bones', 'enough', 'make', 'systems', 'blow', 'welcome', 'new', 'age', 'new', 'age', 'welcome', 'new', 'age', 'new', 'age', 'whoo', 'whoa', 'radioactive', 'radioactive', 'whoo', 'whoa', 'radioactive', 'radioactive']"
black sabbath+god is dead?,black sabbath,god is dead?,"['lost', 'darkness', 'fade', 'light', 'faith', 'father', 'brother', 'maker', 'saviour', 'help', 'make', 'night', 'blood', 'conscience', 'murder', 'mind', 'gloom', 'rise', 'tomb', 'impending', 'doom', 'body', 'shrine', 'blood', 'runs', 'free', 'rangers', 'red', 'give', 'wine', 'keep', 'bread', 'voices', 'echo', 'head', 'god', 'alive', 'god', 'dead', 'god', 'dead', 'rivers', 'evil', 'run', 'dying', 'land', 'swimming', 'sorrow', 'kill', 'steal', 'borrow', 'tomorrow', 'sinners', 'damned', 'ashes', 'ashes', 'exhume', 'soul', 'trust', 'corruption', 'lust', 'creed', 'unjust', 'leaves', 'empty', 'unwhole', 'nightmare', 'tell', 'empty', 'head', 'someone', 'tell', 'answer', 'god', 'really', 'dead', 'god', 'really', 'dead', 'safeguard', 'philosophy', 'dying', 'breath', 'transfer', 'reality', 'living', 'dead', 'empathize', 'enemies', 'timings', 'right', 'god', 'satan', 'side', 'darkness', 'come', 'light', 'watch', 'rain', 'turns', 'red', 'give', 'wine', 'dont', 'need', 'bread', 'riddles', 'live', 'head', 'dont', 'believe', 'god', 'dead', 'god', 'dead', 'nowhere', 'run', 'nowhere', 'hide', 'wondering', 'meet', 'side', 'believe', 'word', 'good', 'book', 'says', 'holy', 'fairytale', 'god', 'dead', 'god', 'dead', 'god', 'dead', 'god', 'dead', 'god', 'dead', 'right', 'still', 'voices', 'head', 'telling', 'god', 'dead', 'blood', 'rain', 'turns', 'red', 'dont', 'believe', 'god', 'dead', 'god', 'dead', 'god', 'dead', 'god', 'dead']"
gary clark jr+please come home,gary clark jr,please come home,"['love', 'even', 'though', 'youre', 'far', 'away', 'made', 'love', 'thats', 'love', 'stay', 'darling', 'times', 'get', 'lonely', 'youre', 'one', 'truly', 'knows', 'tell', 'way', 'darling', 'show', 'dont', 'please', 'come', 'home', 'girl', 'come', 'home', 'girl', 'youve', 'gone', 'way', 'long', 'girl', 'ooh', 'come', 'home', 'girl', 'ooh', 'yeah', 'time', 'goes', 'days', 'slower', 'nights', 'getting', 'colder', 'soon', 'heart', 'gonna', 'strain', 'dont', 'please', 'come', 'home', 'girl', 'come', 'home', 'girl', 'youve', 'gone', 'way', 'long', 'girl', 'come', 'home', 'girl', 'ooh', 'come', 'home', 'girl', 'come', 'home', 'girl', 'youve', 'gone', 'way', 'long', 'girl', 'come', 'home', 'girl', 'ooh', 'come', 'home', 'yeah', 'ooh', 'come', 'home', 'girl', 'youve', 'gone', 'way', 'long', 'girl', 'come', 'home', 'girl', 'please', 'come', 'home', 'girl', 'gracias', 'lorena', 'por', 'esta', 'letra']"
darius rucker+wagon wheel,darius rucker,wagon wheel,"['heading', 'south', 'land', 'pines', 'thumbing', 'way', 'north', 'carolina', 'staring', 'road', 'pray', 'god', 'see', 'headlights', 'made', 'coast', 'seventeen', 'hours', 'picking', 'bouquet', 'dogwood', 'flowers', 'hopin', 'raleigh', 'see', 'baby', 'tonight', 'rock', 'momma', 'like', 'wagon', 'wheel', 'rock', 'momma', 'way', 'feel', 'hey', 'momma', 'rock', 'rock', 'momma', 'like', 'wind', 'rain', 'rock', 'momma', 'like', 'southbound', 'train', 'hey', 'momma', 'rock', 'running', 'cold', 'new', 'england', 'born', 'fiddler', 'old', 'time', 'string', 'band', 'baby', 'plays', 'guitar', 'pick', 'banjo', 'north', 'country', 'winters', 'keep', 'getting', 'lost', 'money', 'playing', 'poker', 'leave', 'town', 'aint', 'turning', 'back', 'living', 'old', 'life', 'rock', 'momma', 'like', 'wagon', 'wheel', 'rock', 'momma', 'way', 'feel', 'hey', 'momma', 'rock', 'rock', 'momma', 'like', 'wind', 'rain', 'rock', 'momma', 'like', 'southbound', 'train', 'hey', 'momma', 'rock', 'walkin', 'south', 'roanoke', 'caught', 'trucker', 'philly', 'nice', 'long', 'toke', 'hes', 'heading', 'west', 'cumberland', 'gap', 'johnson', 'city', 'tennessee', 'gotta', 'get', 'move', 'sun', 'hear', 'baby', 'calling', 'name', 'know', 'shes', 'one', 'died', 'raleigh', 'least', 'die', 'free', 'rock', 'momma', 'like', 'wagon', 'wheel', 'rock', 'momma', 'way', 'feel', 'hey', 'momma', 'rock', 'rock', 'momma', 'like', 'wind', 'rain', 'rock', 'momma', 'like', 'southbound', 'train', 'hey', 'momma', 'rock']"
