id,artist,song,lyrics_bow
twenty one pilots+stressed out,twenty one pilots,stressed out,"['wish', 'found', 'better', 'sounds', 'ones', 'ever', 'heard', 'wish', 'better', 'voice', 'sang', 'better', 'words', 'wish', 'found', 'chords', 'order', 'new', 'wish', 'didnt', 'rhyme', 'every', 'time', 'sang', 'told', 'get', 'older', 'fears', 'would', 'shrink', 'insecure', 'care', 'people', 'think', 'names', 'blurryface', 'care', 'think', 'names', 'blurryface', 'care', 'think', 'wish', 'could', 'turn', 'back', 'time', 'good', 'old', 'days', 'momma', 'sang', 'sleep', 'stressed', 'wish', 'could', 'turn', 'back', 'time', 'good', 'old', 'days', 'momma', 'sang', 'sleep', 'stressed', 'sometimes', 'certain', 'smell', 'take', 'back', 'young', 'come', 'never', 'able', 'identify', 'coming', 'make', 'candle', 'ever', 'found', 'try', 'sell', 'never', 'sell', 'probably', 'sell', 'one', 'itd', 'brother', 'cause', 'nose', 'clothes', 'home', 'grown', 'stones', 'throw', 'creek', 'used', 'roam', 'would', 'remind', 'nothing', 'really', 'mattered', 'student', 'loans', 'tree', 'house', 'homes', 'would', 'take', 'latter', 'names', 'blurryface', 'care', 'think', 'names', 'blurryface', 'care', 'think', 'wish', 'could', 'turn', 'back', 'time', 'good', 'old', 'days', 'momma', 'sang', 'sleep', 'stressed', 'wish', 'could', 'turn', 'back', 'time', 'good', 'old', 'days', 'momma', 'sang', 'sleep', 'stressed', 'used', 'play', 'pretend', 'give', 'different', 'names', 'would', 'build', 'rocket', 'ship', 'wed', 'fly', 'far', 'away', 'used', 'dream', 'outer', 'space', 'theyre', 'laughing', 'face', 'singing', 'wake', 'need', 'make', 'money', 'yeah', 'used', 'play', 'pretend', 'give', 'different', 'names', 'would', 'build', 'rocket', 'ship', 'wed', 'fly', 'far', 'away', 'used', 'dream', 'outer', 'space', 'theyre', 'laughing', 'face', 'singing', 'wake', 'need', 'make', 'money', 'yeah', 'wish', 'could', 'turn', 'back', 'time', 'good', 'old', 'days', 'momma', 'sang', 'sleep', 'stressed', 'wish', 'could', 'turn', 'back', 'time', 'good', 'old', 'days', 'momma', 'sang', 'sleep', 'stressed', 'used', 'play', 'pretend', 'used', 'play', 'pretend', 'bunny', 'used', 'play', 'pretend', 'wake', 'need', 'money', 'used', 'play', 'pretend', 'used', 'play', 'pretend', 'bunny', 'used', 'play', 'pretend', 'wake', 'need', 'money', 'used', 'play', 'pretend', 'give', 'different', 'names', 'would', 'build', 'rocket', 'ship', 'wed', 'fly', 'far', 'away', 'used', 'dream', 'outer', 'space', 'theyre', 'laughing', 'face', 'saying', 'wake', 'need', 'make', 'money', 'yeah']"
david bowie+blackstar,david bowie,blackstar,"['villa', 'ormen', 'villa', 'ormen', 'stands', 'solitary', 'candle', 'centre', 'centre', 'eyes', 'day', 'execution', 'day', 'execution', 'women', 'kneel', 'smile', 'centre', 'centre', 'eyes', 'eyes', 'villa', 'ormen', 'villa', 'ormen', 'stands', 'solitary', 'candle', 'centre', 'centre', 'eyes', 'something', 'happened', 'day', 'died', 'spirit', 'rose', 'metre', 'stepped', 'aside', 'somebody', 'else', 'took', 'place', 'bravely', 'cried', 'blackstar', 'blackstar', 'many', 'times', 'angel', 'fall', 'many', 'people', 'lie', 'instead', 'talking', 'tall', 'trod', 'sacred', 'ground', 'cried', 'loud', 'crowd', 'blackstar', 'blackstar', 'gangstar', 'cant', 'answer', 'blackstar', 'filmstar', 'take', 'home', 'blackstar', 'take', 'passport', 'shoes', 'popstar', 'sedatives', 'boo', 'blackstar', 'youre', 'flash', 'pan', 'marvel', 'star', 'great', 'blackstar', 'blackstar', 'way', 'money', 'ive', 'got', 'game', 'see', 'right', 'wide', 'open', 'hearted', 'pain', 'want', 'eagles', 'daydreams', 'diamonds', 'eyes', 'blackstar', 'blackstar', 'something', 'happened', 'day', 'died', 'spirit', 'rose', 'metre', 'stepped', 'aside', 'somebody', 'else', 'took', 'place', 'bravely', 'cried', 'blackstar', 'stars', 'star', 'blackstar', 'cant', 'answer', 'gangstar', 'tell', 'flam', 'star', 'born', 'upside', 'stars', 'star', 'born', 'wrong', 'way', 'round', 'white', 'star', 'blackstar', 'gangstar', 'blackstar', 'blackstar', 'pornstar', 'wandering', 'star', 'blackstar', 'blackstar', 'villa', 'ormen', 'stands', 'solitary', 'candle', 'centre', 'eyes', 'day', 'execution', 'women', 'kneel', 'smile', 'centre', 'eyes', 'eyes']"
megadeth+dystopia,megadeth,dystopia,"['dont', 'know', 'legend', 'goes', 'cant', 'hurt', 'want', 'live', 'die', 'fear', 'tell', 'believe', 'half', 'see', 'absolutely', 'nothing', 'hear', 'resist', 'twisted', 'truth', 'matter', 'cost', 'supplant', 'rights', 'wrongs', 'inside', 'heads', 'outlawing', 'questions', 'answers', 'one', 'likes', 'someone', 'ends', 'dead', 'dystopia', 'dystopia', 'dystopia', 'dystopia', 'dont', 'know', 'legend', 'goes', 'cant', 'hurt', 'want', 'live', 'die', 'cage', 'theres', 'panic', 'theres', 'chaos', 'rampant', 'streets', 'useless', 'thoughts', 'peace', 'met', 'rage', 'demoralized', 'overmastered', 'people', 'think', 'quickest', 'way', 'end', 'war', 'lose', 'dictatorship', 'ends', 'starting', 'tyrannicide', 'must', 'destroy', 'cancer', 'root', 'dystopia', 'dystopia', 'dystopia', 'dystopia']"
solange+cranes in the sky,solange,cranes in the sky,"['tried', 'drink', 'away', 'tried', 'put', 'one', 'air', 'tried', 'dance', 'away', 'tried', 'change', 'hair', 'ran', 'credit', 'card', 'thought', 'new', 'dress', 'would', 'make', 'better', 'tried', 'work', 'away', 'made', 'even', 'sadder', 'tried', 'keep', 'busy', 'ran', 'around', 'circles', 'think', 'made', 'dizzy', 'slept', 'away', 'sexed', 'away', 'read', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'well', 'like', 'cranes', 'sky', 'sometimes', 'dont', 'wanna', 'feel', 'metal', 'clouds', 'yeah', 'like', 'cranes', 'sky', 'sometimes', 'dont', 'wanna', 'feel', 'metal', 'clouds', 'tried', 'run', 'away', 'thought', 'head', 'feeling', 'clearer', 'traveled', 'states', 'thought', 'moving', 'around', 'would', 'make', 'feel', 'better', 'tried', 'let', 'lover', 'thought', 'alone', 'maybe', 'could', 'recover', 'write', 'away', 'cry', 'away', 'dont', 'cry', 'baby', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'away', 'well', 'like', 'cranes', 'sky', 'sometimes', 'dont', 'wanna', 'feel', 'metal', 'clouds', 'yeah', 'like', 'cranes', 'sky', 'sometimes', 'dont', 'wanna', 'feel', 'metal', 'clouds']"
lalah hathaway+angel,lalah hathaway,angel,"['ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'could', 'give', 'world', 'wrap', 'around', 'wont', 'satisfied', 'piece', 'heart', 'angel', 'angel', 'youre', 'angel', 'angel', 'dreams', 'dreams', 'dreams', 'come', 'true', 'found', 'real', 'dream', 'baby', 'found', 'youre', 'strong', 'tender', 'youre', 'angel', 'angel', 'youre', 'angel', 'angel', 'love', 'like', 'heaven', 'sent', 'day', 'day', 'remember', 'feel', 'safe', 'feel', 'secure', 'give', 'love', 'keep', 'right', 'giving', 'fill', 'baby', 'joy', 'living', 'things', 'get', 'tough', 'always', 'turn', 'youre', 'angel', 'angel', 'youre', 'angel', 'love', 'way', 'touch', 'love', 'way', 'feels', 'every', 'time', 'youre', 'near', 'poor', 'heart', 'wont', 'keep', 'still', 'doubt', 'love', 'feel', 'real', 'ask', 'know', 'hold', 'near', 'hold', 'tight', 'make', 'real', 'make', 'right', 'let', 'know', 'special', 'angel', 'angel', 'youre', 'angel', 'angel', 'youre', 'angel', 'angel', 'youre', 'angel', 'angel', 'repeat']"
maxwell+lake by the ocean,maxwell,lake by the ocean,"['light', 'sun', 'dazed', 'burned', 'lost', 'deep', 'storm', 'grave', 'bed', 'coffin', 'one', 'made', 'fulfilled', 'thing', 'made', 'reveal', 'destiny', 'beach', 'forest', 'anything', 'aint', 'nothing', 'nobody', 'love', 'trust', 'nobody', 'swim', 'lake', 'ocean', 'well', 'one', 'like', 'drops', 'slow', 'motion', 'lake', 'ocean', 'tell', 'way', 'waves', 'like', 'drops', 'colors', 'live', 'inside', 'baby', 'want', 'every', 'part', 'right', 'left', 'strong', 'wave', 'live', 'long', 'live', 'flame', 'well', 'never', 'burn', 'one', 'could', 'ever', 'ever', 'return', 'reason', 'reason', 'love', 'youre', 'thing', 'need', 'cause', 'nobody', 'love', 'trust', 'nobody', 'swim', 'lake', 'ocean', 'well', 'one', 'like', 'drops', 'slow', 'motion', 'lake', 'ocean', 'see', 'everything', 'lust', 'lake', 'ocean', 'sweet', 'like', 'motion', 'love', 'medicine', 'heal', 'see', 'love', 'want', 'love', 'body', 'love', 'trust', 'lake', 'ocean', 'swim', 'lake', 'ocean', 'lake', 'ocean', 'drops', 'slow', 'motion', 'lake', 'ocean']"
drake+hotline bling,drake,hotline bling,"['used', 'call', 'used', 'used', 'yeah', 'used', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'ever', 'since', 'left', 'city', 'got', 'reputation', 'everybody', 'knows', 'feel', 'left', 'girl', 'got', 'got', 'stressed', 'cause', 'ever', 'since', 'left', 'city', 'started', 'wearing', 'less', 'goin', 'glasses', 'champagne', 'dance', 'floor', 'hangin', 'girls', 'ive', 'never', 'seen', 'used', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'ever', 'since', 'left', 'city', 'dont', 'get', 'along', 'make', 'feel', 'like', 'wrong', 'going', 'places', 'dont', 'belong', 'ever', 'since', 'left', 'city', 'got', 'exactly', 'asked', 'running', 'pages', 'passport', 'hanging', 'girls', 'ive', 'never', 'seen', 'used', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'days', 'wonder', 'youre', 'bendin', 'backwards', 'someone', 'else', 'wonder', 'youre', 'rolling', 'backwoods', 'someone', 'else', 'things', 'taught', 'gettin', 'nasty', 'someone', 'else', 'dont', 'need', 'one', 'else', 'dont', 'need', 'nobody', 'else', 'never', 'alone', 'always', 'touching', 'road', 'used', 'always', 'stay', 'home', 'good', 'girl', 'zone', 'yeah', 'right', 'youre', 'someone', 'else', 'used', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'call', 'cell', 'phone', 'late', 'night', 'need', 'love', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'know', 'hotline', 'bling', 'mean', 'one', 'thing', 'ever', 'since', 'left', 'city']"
maren morris+my church,maren morris,my church,"['ive', 'cussed', 'sunday', 'ive', 'cheated', 'ive', 'lied', 'ive', 'fallen', 'grace', 'many', 'times', 'find', 'holy', 'redemption', 'put', 'car', 'drive', 'roll', 'windows', 'turn', 'dial', 'get', 'hallelujah', 'get', 'amen', 'feels', 'like', 'holy', 'ghost', 'running', 'play', 'highway', 'find', 'soul', 'revival', 'singing', 'every', 'single', 'verse', 'yeah', 'guess', 'thats', 'church', 'hank', 'bring', 'sermon', 'cash', 'leads', 'choir', 'gets', 'cold', 'cold', 'heart', 'burning', 'hotter', 'ring', 'fire', 'wonderful', 'world', 'gets', 'heavy', 'need', 'find', 'escape', 'keep', 'wheels', 'rolling', 'radio', 'scrolling', 'sins', 'wash', 'away', 'get', 'hallelujah', 'get', 'amen', 'feels', 'like', 'holy', 'ghost', 'running', 'play', 'highway', 'find', 'soul', 'revival', 'singing', 'every', 'single', 'verse', 'yeah', 'guess', 'thats', 'church', 'get', 'hallelujah', 'get', 'amen', 'feels', 'like', 'holy', 'ghost', 'running', 'play', 'highway', 'find', 'soul', 'revival', 'singing', 'every', 'single', 'verse', 'yeah', 'guess', 'thats', 'church', 'get', 'hallelujah', 'get', 'amen', 'feels', 'like', 'holy', 'ghost', 'running', 'play', 'highway', 'find', 'soul', 'revival', 'singing', 'every', 'single', 'verse', 'yeah', 'guess', 'thats', 'church', 'yeah', 'guess', 'thats', 'church', 'yeah', 'guess', 'thats', 'church']"
tim mcgraw+humble and kind,tim mcgraw,humble and kind,"['know', 'theres', 'light', 'glows', 'front', 'door', 'dont', 'forget', 'keys', 'mat', 'childhood', 'stars', 'shine', 'always', 'stay', 'humble', 'kind', 'church', 'cause', 'momma', 'says', 'visit', 'grandpa', 'every', 'chance', 'wont', 'waste', 'time', 'always', 'stay', 'humble', 'kind', 'hold', 'door', 'say', 'please', 'say', 'thank', 'dont', 'steal', 'dont', 'cheat', 'dont', 'lie', 'know', 'got', 'mountains', 'climb', 'always', 'stay', 'humble', 'kind', 'dreams', 'youre', 'dreamin', 'come', 'work', 'put', 'realized', 'let', 'feel', 'pride', 'always', 'stay', 'humble', 'kind', 'dont', 'expect', 'free', 'ride', 'one', 'dont', 'hold', 'grudge', 'chip', 'heres', 'bitterness', 'keeps', 'flying', 'always', 'stay', 'humble', 'kind', 'know', 'difference', 'sleeping', 'someone', 'sleeping', 'someone', 'love', 'love', 'aint', 'pick', 'line', 'always', 'stay', 'humble', 'kind', 'hold', 'door', 'say', 'please', 'say', 'thank', 'dont', 'steal', 'dont', 'cheat', 'dont', 'lie', 'know', 'got', 'mountains', 'climb', 'always', 'stay', 'humble', 'kind', 'dreams', 'youre', 'dreamin', 'come', 'work', 'put', 'realized', 'let', 'feel', 'pride', 'always', 'stay', 'humble', 'kind', 'hot', 'eat', 'root', 'beer', 'popsicle', 'shut', 'roll', 'windows', 'let', 'summer', 'sun', 'shine', 'always', 'stay', 'humble', 'kind', 'dont', 'take', 'granted', 'love', 'life', 'gives', 'get', 'youre', 'goin', 'dont', 'forget', 'turn', 'back', 'around', 'help', 'next', 'one', 'line', 'always', 'stay', 'humble', 'kind']"
"hillary scott & the scott family; bernie herms, hillary scott & emily weisband, songwriters+thy will","hillary scott & the scott family; bernie herms, hillary scott & emily weisband, songwriters",thy will,"['confused', 'know', 'heard', 'loud', 'clear', 'followed', 'somehow', 'ended', 'dont', 'wanna', 'think', 'may', 'never', 'understand', 'broken', 'heart', 'part', 'plan', 'try', 'pray', 'ive', 'got', 'hurt', 'four', 'words', 'thy', 'done', 'thy', 'done', 'thy', 'done', 'know', 'youre', 'good', 'dont', 'feel', 'good', 'right', 'know', 'think', 'things', 'could', 'never', 'think', 'hard', 'count', 'joy', 'distracted', 'noise', 'trying', 'make', 'sense', 'promises', 'sometimes', 'gotta', 'stop', 'remember', 'youre', 'god', 'thy', 'done', 'thy', 'done', 'thy', 'done', 'like', 'child', 'knees', 'comes', 'thy', 'done', 'thy', 'done', 'thy', 'know', 'see', 'know', 'hear', 'lord', 'plans', 'goodness', 'store', 'know', 'hear', 'know', 'see', 'lord', 'plans', 'goodness', 'store', 'thy', 'done', 'thy', 'done', 'thy', 'done', 'like', 'child', 'knees', 'comes', 'thy', 'done', 'thy', 'done', 'thy', 'done', 'know', 'see', 'know', 'hear', 'lord']"
sarah jarosz+house of mercy,sarah jarosz,house of mercy,"['middle', 'night', 'still', 'water', 'birds', 'dont', 'sing', 'cold', 'gin', 'back', 'room', 'humming', 'medicating', 'trouble', 'thats', 'coming', 'walls', 'rattle', 'like', 'deisel', 'freighter', 'blood', 'races', 'like', 'wave', 'house', 'wasnt', 'meant', 'strangers', 'come', 'knocking', 'anyway', 'hear', 'knocking', 'door', 'wont', 'leave', 'open', 'anymore', 'hear', 'knocking', 'door', 'knocking', 'door', 'house', 'mercy', 'dont', 'try', 'change', 'mind', 'knock', 'gets', 'louder', 'time', 'dont', 'try', 'wear', 'youll', 'never', 'get', 'inside', 'house', 'underneath', 'shirt', 'youre', 'wearing', 'strained', 'muscles', 'heart', 'stone', 'leather', 'costume', 'like', 'wild', 'chameleon', 'make', 'want', 'alone', 'hear', 'knocking', 'door', 'wont', 'leave', 'open', 'anymore', 'hear', 'knocking', 'door', 'knocking', 'door', 'house', 'mercy', 'dont', 'try', 'change', 'mind', 'knock', 'gets', 'louder', 'time', 'dont', 'try', 'wear', 'youll', 'never', 'get', 'inside', 'house', 'hear', 'knocking', 'door', 'wont', 'leave', 'open', 'anymore', 'hear', 'knocking', 'door', 'knocking', 'door', 'house', 'mercy']"
ed sheeran+thinking out loud,ed sheeran,thinking out loud,"['legs', 'dont', 'work', 'like', 'used', 'cant', 'sweep', 'feet', 'mouth', 'still', 'remember', 'taste', 'love', 'eyes', 'still', 'smile', 'cheeks', 'darling', 'loving', 'till', 'baby', 'heart', 'could', 'still', 'fall', 'hard', 'thinking', 'people', 'fall', 'love', 'mysterious', 'ways', 'maybe', 'touch', 'hand', 'well', 'fall', 'love', 'every', 'single', 'day', 'wanna', 'tell', 'honey', 'take', 'loving', 'arms', 'kiss', 'light', 'thousand', 'stars', 'place', 'head', 'beating', 'heart', 'thinking', 'loud', 'maybe', 'found', 'love', 'right', 'hairs', 'gone', 'memory', 'fades', 'crowds', 'dont', 'remember', 'name', 'hands', 'dont', 'play', 'strings', 'way', 'know', 'still', 'love', 'cause', 'honey', 'soul', 'could', 'never', 'grow', 'old', 'evergreen', 'baby', 'smiles', 'forever', 'mind', 'memory', 'thinking', 'people', 'fall', 'love', 'mysterious', 'ways', 'maybe', 'part', 'plan', 'ill', 'keep', 'making', 'mistakes', 'hoping', 'youll', 'understand', 'baby', 'take', 'loving', 'arms', 'kiss', 'light', 'thousand', 'stars', 'place', 'head', 'beating', 'heart', 'thinking', 'loud', 'maybe', 'found', 'love', 'right', 'baby', 'take', 'loving', 'arms', 'kiss', 'light', 'thousand', 'stars', 'darling', 'place', 'head', 'beating', 'heart', 'thinking', 'loud', 'maybe', 'found', 'love', 'right', 'baby', 'found', 'love', 'right', 'found', 'love', 'right']"
alabama shakes+don't wanna fight,alabama shakes,don't wanna fight,"['line', 'line', 'dont', 'cross', 'lines', 'like', 'like', 'cant', 'right', 'attacking', 'defending', 'theres', 'nothing', 'left', 'worth', 'winning', 'pride', 'pride', 'dont', 'waste', 'time', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'take', 'hand', 'put', 'hands', 'fruit', 'grief', 'lying', 'aint', 'easy', 'everyone', 'needs', 'pleasing', 'cant', 'get', 'relief', 'living', 'aint', 'fun', 'constant', 'dedication', 'keeping', 'water', 'power', 'aint', 'money', 'left', 'cant', 'catch', 'breath', 'gonna', 'work', 'death', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight', 'dont', 'wanna', 'fight']"
lalah hathaway+little ghetto boy,lalah hathaway,little ghetto boy,"['little', 'ghetto', 'boy', 'playing', 'ghetto', 'street', 'whatcha', 'gonna', 'grow', 'face', 'responsibility', 'spend', 'days', 'nights', 'pool', 'room', 'sell', 'caps', 'madness', 'neighborhood', 'little', 'ghetto', 'boy', 'already', 'know', 'rough', 'life', 'cause', 'youve', 'seen', 'much', 'pain', 'misery', 'little', 'ghetto', 'boy', 'daddy', 'blown', 'away', 'robbed', 'grocery', 'store', 'dont', 'know', 'sad', 'sad', 'old', 'day', 'young', 'life', 'youve', 'seen', 'misery', 'pain', 'world', 'cruel', 'place', 'aint', 'gonna', 'change', 'youre', 'young', 'youve', 'got', 'far', 'dont', 'think', 'youll', 'reach', 'goal', 'young', 'man', 'hanging', 'pool', 'room', 'door', 'look', 'little', 'ghetto', 'boy', 'become', 'man', 'make', 'things', 'change', 'hey', 'hey', 'take', 'stand', 'gotta', 'believe', 'youve', 'gotta', 'fight', 'make', 'better', 'youll', 'see', 'people', 'start', 'believing', 'son', 'things', 'start', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better', 'everything', 'got', 'get', 'better']"
kendrick lamar+alright,kendrick lamar,alright,"['alls', 'life', 'fight', 'nigga', 'alls', 'life', 'hard', 'times', 'like', 'god', 'bad', 'trips', 'like', 'god', 'nazareth', 'fucked', 'homie', 'fucked', 'god', 'got', 'gon', 'alright', 'nigga', 'gon', 'alright', 'nigga', 'gon', 'alright', 'gon', 'alright', 'hear', 'feel', 'gon', 'alright', 'nigga', 'gon', 'alright', 'huh', 'gon', 'alright', 'nigga', 'gon', 'alright', 'hear', 'feel', 'gon', 'alright', 'wake', 'recognize', 'youre', 'lookin', 'pay', 'cut', 'homicide', 'lookin', 'face', 'mac', 'even', 'boom', 'bass', 'schemin', 'let', 'tell', 'bout', 'life', 'painkillers', 'put', 'twilight', 'pretty', 'pussy', 'benjamin', 'highlight', 'tell', 'mama', 'love', 'like', 'lord', 'knows', 'chevy', 'tell', 'come', 'get', 'reapin', 'everything', 'sow', 'karma', 'come', 'heaven', 'preliminary', 'hearing', 'record', 'motherfucking', 'gang', 'stand', 'silence', 'record', 'tell', 'world', 'know', 'late', 'boys', 'girls', 'think', 'gone', 'crazy', 'drown', 'inside', 'vices', 'day', 'wont', 'please', 'believe', 'say', 'wouldnt', 'know', 'hurt', 'nigga', 'pride', 'low', 'lookin', 'world', 'like', 'nigga', 'hate', 'popo', 'kill', 'dead', 'street', 'sure', 'nigga', 'preachers', 'door', 'knees', 'gettin', 'weak', 'gun', 'might', 'blow', 'gon', 'alright', 'nigga', 'gon', 'alright', 'nigga', 'gon', 'alright', 'gon', 'alright', 'hear', 'feel', 'gon', 'alright', 'nigga', 'gon', 'alright', 'huh', 'gon', 'alright', 'nigga', 'gon', 'alright', 'hear', 'feel', 'gon', 'alright', 'want', 'house', 'car', 'acres', 'mule', 'piano', 'guitar', 'anything', 'see', 'name', 'lucy', 'dog', 'motherfucker', 'live', 'mall', 'see', 'evil', 'tell', 'know', 'illegal', 'dont', 'think', 'deposit', 'every', 'zero', 'thinkin', 'partner', 'put', 'candy', 'paint', 'regal', 'diggin', 'pocket', 'aint', 'profit', 'big', 'enough', 'feed', 'everyday', 'logic', 'get', 'another', 'dollar', 'keep', 'presence', 'chico', 'dont', 'talk', 'everyday', 'see', 'cool', 'got', 'know', 'got', 'heaven', 'reach', 'pet', 'dog', 'pet', 'dog', 'pet', 'dog', 'dog', 'thats', 'pick', 'back', 'chat', 'shut', 'back', 'yall', 'rap', 'black', 'track', 'rest', 'assured', 'rights', 'wrongs', 'right', 'till', 'right', 'god', 'wouldnt', 'know', 'hurt', 'nigga', 'pride', 'low', 'lookin', 'world', 'like', 'nigga', 'hate', 'popo', 'kill', 'dead', 'street', 'sure', 'nigga', 'preachers', 'door', 'knees', 'gettin', 'weak', 'gun', 'might', 'blow', 'gon', 'alright', 'nigga', 'gon', 'alright', 'nigga', 'gon', 'alright', 'gon', 'alright', 'hear', 'feel', 'gon', 'alright', 'nigga', 'gon', 'alright', 'huh', 'gon', 'alright', 'nigga', 'gon', 'alright', 'hear', 'feel', 'gon', 'alright', 'keep', 'head', 'high', 'cross', 'heart', 'hope', 'die', 'lovin', 'complicated', 'afraid', 'lot', 'changes', 'alright', 'youre', 'favorite', 'dark', 'nights', 'prayers', 'remembered', 'conflicted', 'misusing', 'influence', 'sometimes', 'abusing', 'power', 'full', 'resentment', 'resentment', 'turned', 'deep', 'depression', 'found', 'screamin', 'hotel', 'room', 'didnt', 'wanna', 'self', 'destruct', 'evils', 'lucy', 'around', 'went', 'runnin', 'answers']"
chris stapleton+traveller,chris stapleton,traveller,"['see', 'sunrise', 'creeping', 'everything', 'changes', 'like', 'desert', 'wind', 'comes', 'shes', 'gone', 'traveller', 'earth', 'sure', 'hearts', 'behind', 'pocket', 'shirt', 'ill', 'keep', 'rolling', 'till', 'dirt', 'cause', 'traveller', 'traveller', 'couldnt', 'tell', 'honey', 'dont', 'know', 'going', 'ive', 'got', 'cause', 'every', 'turn', 'reveals', 'road', 'traveller', 'traveller', 'heartbeats', 'rhythm', 'lonesome', 'sound', 'like', 'rubber', 'turning', 'ground', 'always', 'lost', 'nowhere', 'bound', 'traveller', 'earth', 'sure', 'hearts', 'behind', 'pocket', 'shirt', 'ill', 'keep', 'rolling', 'till', 'dirt', 'cause', 'traveller', 'traveller', 'couldnt', 'tell', 'honey', 'dont', 'know', 'going', 'ive', 'got', 'cause', 'every', 'turn', 'reveals', 'road', 'traveller', 'traveller', 'gone', 'somebody', 'else', 'feel', 'wrong', 'somebody', 'else', 'sing', 'song', 'somebody', 'else', 'sing', 'along', 'sing', 'along', 'traveller', 'earth', 'sure', 'hearts', 'behind', 'pocket', 'shirt', 'ill', 'keep', 'rolling', 'till', 'dirt', 'cause', 'traveller', 'traveller', 'couldnt', 'tell', 'honey', 'dont', 'know', 'going', 'ive', 'got', 'cause', 'every', 'turn', 'reveals', 'road', 'traveller', 'traveller']"
little big town+girl crush,little big town,girl crush,"['gotta', 'girl', 'crush', 'hate', 'admit', 'gotta', 'heart', 'rush', 'aint', 'slowin', 'got', 'real', 'bad', 'want', 'everything', 'smile', 'midnight', 'laugh', 'shes', 'givin', 'wanna', 'taste', 'lips', 'yeah', 'cause', 'taste', 'like', 'wanna', 'drown', 'bottle', 'perfume', 'want', 'long', 'blonde', 'hair', 'want', 'magic', 'touch', 'yeah', 'cause', 'maybe', 'youd', 'want', 'much', 'gotta', 'girl', 'crush', 'gotta', 'girl', 'crush', 'dont', 'get', 'sleep', 'dont', 'get', 'peace', 'thinkin', 'bed', 'sheets', 'way', 'shes', 'whisperin', 'way', 'shes', 'pullin', 'lord', 'knows', 'ive', 'tried', 'cant', 'get', 'mind', 'wanna', 'taste', 'lips', 'yeah', 'cause', 'taste', 'like', 'wanna', 'drown', 'bottle', 'perfume', 'want', 'long', 'blonde', 'hair', 'want', 'magic', 'touch', 'yeah', 'cause', 'maybe', 'youd', 'want', 'much', 'gotta', 'girl', 'crush', 'gotta', 'girl', 'crush', 'gotta', 'girl', 'crush', 'hate', 'admit', 'gotta', 'heart', 'rush', 'aint', 'slowin']"
